territory,country_code,Continent,year,renewables_perc_electricity,geo_biomass_other_TWh,solar_generation_TWh,wind_generation_TWh,hydro_generation_TWh
United Kingdom,GBR,Europe,2016,24.678839,30.065535,10.407928,37.159424,5.3705845
United Kingdom,GBR,Europe,2017,29.498657,31.898373,11.475454,49.64112,5.8818703
United Kingdom,GBR,Europe,2018,33.29198,34.97612,12.6684,56.90761,5.4432516
United Kingdom,GBR,Europe,2019,37.456863,37.31942,12.58009,63.79516,5.8463
United Kingdom,GBR,Europe,2020,42.8604,39.32228,13.15799,75.36914,6.7539
United Kingdom,GBR,Europe,2021,39.783825,40.007,12.38441,64.45951,5.0149
United States,USA,North America,1990,10.917163,57.459316,0.37079495,2.8167677,292.2809
United States,USA,North America,1991,10.741865,60.55176,0.4782529,2.9807587,287.32602
United States,USA,North America,1992,9.729862,64.815414,0.40884447,2.9166899,251.42567
United States,USA,North America,1993,10.2707815,66.92472,0.47516188,3.0361888,279.25095
United States,USA,North America,1994,9.532383,66.35486,0.5018728,3.4819283,259.3413
United States,USA,North America,1995,10.601639,63.26508,0.5144716,3.1962152,311.21982
United States,USA,North America,1996,11.360623,64.82596,0.54134125,3.2667363,347.54947
United States,USA,North America,1997,11.45328,65.82008,0.5326957,3.3212476,355.9731
United States,USA,North America,1998,10.147997,65.61713,0.52465934,3.0562587,322.08926
United States,USA,North America,1999,9.860898,66.47772,0.5183421,4.5333314,316.6052
United States,USA,North America,2000,9.229899,66.582825,0.51851267,5.649759,272.76135
United States,USA,North America,2001,7.5132055,66.83044,0.5743511,6.8053846,210.24
United States,USA,North America,2002,8.749216,71.78936,0.6015976,10.458869,258.16757
United States,USA,North America,2003,9.025211,71.33214,0.6106543,11.30047,269.97098
United States,USA,North America,2004,8.73341,71.94537,0.69813246,14.286607,262.55466
United States,USA,North America,2005,8.749464,72.59806,0.74890065,17.990454,266.42773
United States,USA,North America,2006,9.418474,73.08227,0.82443213,26.857714,285.544
United States,USA,North America,2007,8.39841,73.86955,1.0954105,34.797905,243.04407
United States,USA,North America,2008,9.1809435,73.551476,1.6330626,55.922325,251.05386
United States,USA,North America,2009,10.547689,73.15986,2.0759604,74.632454,271.53308
United States,USA,North America,2010,10.3180895,75.061844,3.0130365,95.60833,257.2747
United States,USA,North America,2011,12.466525,75.77516,4.738904,121.3905,316.09534
United States,USA,North America,2012,12.184118,77.0361,9.037014,142.24414,274.03003
United States,USA,North America,2013,12.831115,80.665535,16.039696,169.5351,266.54984
United States,USA,North America,2014,13.35031,84.07023,29.216162,183.49019,255.75058
United States,USA,North America,2015,13.626135,83.73627,39.42626,192.645,246.45312
United States,USA,North America,2016,15.288093,82.722565,55.4202,229.28542,263.76367
United States,USA,North America,2017,17.451527,82.80032,78.05758,256.8714,296.80646
United States,USA,North America,2018,17.44999,81.8932,94.30808,275.42166,289.5146
United States,USA,North America,2019,18.294624,76.82054,107.97374,298.8712,285.46765
United States,USA,North America,2020,20.315693,74.30732,132.04141,341.35156,282.7805
United States,USA,North America,2021,20.749863,75.490265,165.35657,383.60327,257.6901
Uzbekistan,UZB,Asia,1990,11.802929,0,0,0,6.648
Uzbekistan,UZB,Asia,1991,11.134497,0,0,0,6.031
Uzbekistan,UZB,Asia,1992,12.337216,0,0,0,6.281
Uzbekistan,UZB,Asia,1993,14.970803,0,0,0,7.358
Uzbekistan,UZB,Asia,1994,14.970713,0,0,0,7.156
Uzbekistan,UZB,Asia,1995,13.040273,0,0,0,6.188
Uzbekistan,UZB,Asia,1996,14.366235,0,0,0,6.525
Uzbekistan,UZB,Asia,1997,12.54397,0,0,0,5.777
Uzbekistan,UZB,Asia,1998,12.5446615,0,0,0,5.758
Uzbekistan,UZB,Asia,1999,12.545182,0,0,0,5.692
Uzbekistan,UZB,Asia,2000,13.128806,0,0,0,5.879
Uzbekistan,UZB,Asia,2001,13.125695,0,0,0,6.017
Uzbekistan,UZB,Asia,2002,13.11335,0,0,0,6.186
Uzbekistan,UZB,Asia,2003,16.107668,0,0,0,7.1548724
Uzbekistan,UZB,Asia,2004,18.818565,0,0,0,6.4934173
Uzbekistan,UZB,Asia,2005,18.820522,0,0,0,6.875604
Uzbekistan,UZB,Asia,2006,10.592255,0,0,0,5.8497224
Uzbekistan,UZB,Asia,2007,10.334005,0,0,0,6.4571
Uzbekistan,UZB,Asia,2008,11.044776,0,0,0,4.3859
Uzbekistan,UZB,Asia,2009,14.394619,0,0,0,6.4833
Uzbekistan,UZB,Asia,2010,16.46032,0,0,0,8.1921
Uzbekistan,UZB,Asia,2011,11.315842,0,0,0,5.7213
Uzbekistan,UZB,Asia,2012,13.140578,0,0,0,6.3549814
Uzbekistan,UZB,Asia,2013,10.945371,0,0,0,6.27
Uzbekistan,UZB,Asia,2014,11.402011,0,0,0,6.185008
Uzbekistan,UZB,Asia,2015,12.832264,0,0,0,6.020495
Uzbekistan,UZB,Asia,2016,12.946428,0,0.004643,0,6.859814
Uzbekistan,UZB,Asia,2017,14.381675,0,0.00629,0,7.929553
Uzbekistan,UZB,Asia,2018,9.8435135,0,0.006827,0,5.8973
Uzbekistan,UZB,Asia,2019,10.7636,0,0.006827,0.0155,6.462083
Uzbekistan,UZB,Asia,2020,8.954424,0,0.006845704,0,4.999217
Uzbekistan,UZB,Asia,2021,8.46141,0,0.049468,2.462e-4,5.4893365
Venezuela,VEN,South America,1990,62.343864,0,0,0,36.983
Venezuela,VEN,South America,1991,70.3254,0,0,0,44.542
Venezuela,VEN,South America,1992,70.093414,0,0,0,47.271
Venezuela,VEN,South America,1993,68.429855,0,0,0,47.478
Venezuela,VEN,South America,1994,72.00685,0,0,0,51.284
Venezuela,VEN,South America,1995,70.05147,0,0,0,51.45
Venezuela,VEN,South America,1996,71.2375,0,0,0,53.847
Venezuela,VEN,South America,1997,73.358444,0,0,0,57.268
Venezuela,VEN,South America,1998,71.59473,0,0,0,57.923
Venezuela,VEN,South America,1999,75.2001,0,0,0,60.6
Venezuela,VEN,South America,2000,74.723694,0,0,0,62.886
Venezuela,VEN,South America,2001,68.212906,0,0,0,60.441
Venezuela,VEN,South America,2002,68.020775,0,0,0,59.534
Venezuela,VEN,South America,2003,67.133415,0,0,0,60.532
Venezuela,VEN,South America,2004,72.1027,0,0,0,70.075
Venezuela,VEN,South America,2005,75.41177,0,0,0,77.08849
Venezuela,VEN,South America,2006,74.865616,0,0,0,81.41334
Venezuela,VEN,South America,2007,73.52468,0,0,0,83.03442
Venezuela,VEN,South America,2008,73.80666,0,0,0,86.7129
Venezuela,VEN,South America,2009,72.92203,0,0,0,85.83926
Venezuela,VEN,South America,2010,68.61347,0,0.00246,0,76.65978
Venezuela,VEN,South America,2011,71.98853,0,0.00298,0,83.15471
Venezuela,VEN,South America,2012,68.55118,0,0.00522,0,81.73554
Venezuela,VEN,South America,2013,68.977005,0,0.00536,0.08827,81.49598
Venezuela,VEN,South America,2014,63.51769,0,0.00466,0.10943,80.36026
Venezuela,VEN,South America,2015,62.29027,0,0.00365,0.07354,74.77388
Venezuela,VEN,South America,2016,59.6389,0,0.00365,0.09759,62.75605
Venezuela,VEN,South America,2017,59.885387,0.01634,0.00396,0.09522,70.03548
Venezuela,VEN,South America,2018,59.884857,0.01634,0.00396,0.09522,58.150475
Venezuela,VEN,South America,2019,59.89163,0.04611,0.00308,0.08329,49.63676
Venezuela,VEN,South America,2020,66.4438,0.0111,0.003088438,0.08351819,61.27791
Venezuela,VEN,South America,2021,64.48549,0.011069672,0.00308,0.08329,61.22147
Vietnam,VNM,Asia,1990,61.847717,0,0,0,5.369
Vietnam,VNM,Asia,1991,68.58849,0,0,0,6.317
Vietnam,VNM,Asia,1992,74.47707,0,0,0,7.228
Vietnam,VNM,Asia,1993,74.70456,0,0,0,7.965
Vietnam,VNM,Asia,1994,75.21973,0,0,0,9.243
Vietnam,VNM,Asia,1995,72.24194,0,0,0,10.582
Vietnam,VNM,Asia,1996,70.868744,0,0,0,12.008
Vietnam,VNM,Asia,1997,60.92933,0,0,0,11.657
Vietnam,VNM,Asia,1998,51.157322,0,0,0,11.095
Vietnam,VNM,Asia,1999,58.46598,0,0,0,13.774
Vietnam,VNM,Asia,2000,54.781628,0,0,0,14.551
Vietnam,VNM,Asia,2001,59.490356,0,0,0,18.21
Vietnam,VNM,Asia,2002,50.837994,0,0,0,18.198
Vietnam,VNM,Asia,2003,46.396286,0,0,0,18.986
Vietnam,VNM,Asia,2004,38.571426,0,0,0,17.818
Vietnam,VNM,Asia,2005,31.835636,0.05,0,0,16.535
Vietnam,VNM,Asia,2006,34.145077,0.065,0,0,19.711
Vietnam,VNM,Asia,2007,35.09975,0.079,0,0,22.437
Vietnam,VNM,Asia,2008,36.68781,0.055,0,0.0017,25.984
Vietnam,VNM,Asia,2009,37.264385,0.062,0,0.0116,29.977
Vietnam,VNM,Asia,2010,31.203663,0.055,0.005896,0.0407,28.52437
Vietnam,VNM,Asia,2011,40.577282,0.056,0.005896,0.0407,41.075672
Vietnam,VNM,Asia,2012,46.391663,0.057,0.005896,0.0407,53.30537
Vietnam,VNM,Asia,2013,46.56918,0.058,0.005896,0.0689,57.819687
Vietnam,VNM,Asia,2014,44.106194,0.059,0.006669,0.0689,62.164936
Vietnam,VNM,Asia,2015,36.359608,0.07,0.006669,0.1767,57.170845
Vietnam,VNM,Asia,2016,36.671406,0.068,0.00529,0.201,64.167
Vietnam,VNM,Asia,2017,45.949894,0.076454,0.007992,0.35,87.599
Vietnam,VNM,Asia,2018,40.733303,0.12621,0.104992,0.487,84.489
Vietnam,VNM,Asia,2019,31.940903,0.12621,5.25179,0.722,66.542
Vietnam,VNM,Asia,2020,36.29567,0.12621,10.86,1.07379,73.382
Vietnam,VNM,Asia,2021,42.578747,0.1580361,25.77042,2.391613,75.899475
